,Team Name,Team Region,Shots,Goals,Saves,Assists,Time at Full Boost,Total Distance Moved,Time at Supersonic Speed,Time in High Air,Powerslide Distance,Demos Inflicted,Demos Taken,Score,Winner,Demos Per Goal,ShotsPerGoal
6871,SYNERGY GAMING,Sub-Saharan Africa,17.0,5.0,7.0,2.0,272.41,3009577.0,305.28,68.59,308.0,8.0,2.0,3,True,1.6,3.4
6874,KARMINE CORP,Europe,29.0,9.0,10.0,7.0,377.62,4827102.0,429.49,268.99,820.0,12.0,3.0,3,True,1.33,3.22
6875,WYLDE,Europe,18.0,5.0,16.0,3.0,310.79,4743290.0,379.62,232.78,526.0,3.0,12.0,0,False,0.6,3.6
6876,LUMINOSITY GAMING,Europe,18.0,3.0,6.0,2.0,311.39,4653422.0,577.48,145.74,665.0,9.0,10.0,0,False,3.0,6.0
6877,PEPEPITOS CANYONS,Europe,16.0,7.0,11.0,7.0,232.95,4333079.0,436.81,152.81,648.0,10.0,9.0,3,True,1.43,2.29
6878,WILLIAMS RESOLVE,Europe,51.0,8.0,16.0,6.0,574.45,6131754.0,603.72,243.12,553.0,10.0,14.0,3,True,1.25,6.38
6879,SAVAGE!,Europe,33.0,7.0,33.0,6.0,421.82,6240297.0,609.89,258.25,971.0,14.0,10.0,1,False,2.0,4.71
6880,00 NATION,Europe,34.0,9.0,37.0,9.0,459.6,8026649.0,831.5,375.69,1265.0,15.0,11.0,3,True,1.67,3.78
6881,TEAM LIQUID,Europe,60.0,9.0,18.0,9.0,557.66,8677104.0,1150.56,425.73,1389.0,11.0,15.0,2,False,1.22,6.67
6882,GUILD ESPORTS,Europe,40.0,13.0,14.0,12.0,428.04,6395930.0,695.66,288.96,906.0,14.0,9.0,3,True,1.08,3.08
6883,SK GAMING,Europe,27.0,9.0,20.0,9.0,371.31,6224233.0,682.89,236.92,1147.0,9.0,14.0,1,False,1.0,3.0
6884,NATUS VINCERE,Europe,34.0,9.0,26.0,7.0,560.11,7312098.0,668.06,344.73,1132.0,20.0,12.0,3,True,2.22,3.78
6885,HEROIC,Europe,42.0,5.0,18.0,4.0,501.95,7639688.0,782.95,339.88,1317.0,12.0,20.0,0,False,2.4,8.4
6886,TEAM SINGULARITY,Europe,43.0,11.0,25.0,7.0,465.29,8068697.0,899.45,404.32,1284.0,25.0,20.0,2,False,2.27,3.91
6887,RIX.GG,Europe,44.0,11.0,30.0,10.0,658.9,7920781.0,779.52,354.31,1062.0,20.0,25.0,3,True,1.82,4.0
6888,KUXIR'S MINIONS,Europe,37.0,7.0,27.0,7.0,636.03,7961465.0,876.68,322.03,1071.0,16.0,8.0,2,False,2.29,5.29
6889,STORMTROOPERS,Europe,37.0,8.0,21.0,6.0,587.77,7534923.0,766.06,322.1,1146.0,8.0,16.0,3,True,1.0,4.62
6890,KARMINE CORP,Europe,21.0,7.0,8.0,6.0,285.59,4250773.0,440.1,178.51,711.0,5.0,7.0,3,True,0.71,3.0
6891,RIX.GG,Europe,13.0,1.0,12.0,0.0,378.75,4317314.0,424.11,177.06,599.0,7.0,5.0,0,False,7.0,13.0
6892,NATUS VINCERE,Europe,35.0,8.0,33.0,6.0,557.97,8622119.0,712.53,410.38,1265.0,24.0,17.0,3,True,3.0,4.38
6893,STORMTROOPERS,Europe,51.0,5.0,22.0,2.0,650.38,9051414.0,987.58,410.07,1376.0,17.0,24.0,1,False,3.4,10.2
6894,PEPEPITOS CANYONS,Europe,24.0,6.0,17.0,3.0,303.96,6123781.0,650.52,237.88,910.0,18.0,17.0,1,False,3.0,4.0
6895,00 NATION,Europe,31.0,10.0,16.0,8.0,387.83,6106461.0,621.56,247.77,1018.0,17.0,18.0,3,True,1.7,3.1
6896,WILLIAMS RESOLVE,Europe,39.0,11.0,28.0,9.0,689.68,7944911.0,704.08,352.85,752.0,18.0,20.0,2,False,1.64,3.55
6897,GUILD ESPORTS,Europe,48.0,13.0,25.0,12.0,539.27,8464337.0,917.04,384.07,1218.0,20.0,18.0,3,True,1.54,3.69
6898,TEAM SINGULARITY,Europe,46.0,9.0,17.0,8.0,423.39,7297067.0,782.82,319.56,1239.0,19.0,19.0,3,True,2.11,5.11
6899,WYLDE,Europe,26.0,5.0,29.0,4.0,593.73,7017737.0,624.25,311.54,742.0,19.0,19.0,2,False,3.8,5.2
6900,KUXIR'S MINIONS,Europe,39.0,4.0,17.0,4.0,573.54,6761470.0,640.75,267.93,918.0,11.0,12.0,1,False,2.75,9.75
6901,HEROIC,Europe,34.0,10.0,27.0,9.0,511.87,6673748.0,647.79,248.17,1264.0,12.0,11.0,3,True,1.2,3.4
6902,TEAM LIQUID,Europe,29.0,2.0,22.0,1.0,363.91,6341289.0,889.39,303.96,986.0,10.0,10.0,1,False,5.0,14.5
6903,LUMINOSITY GAMING,Europe,37.0,11.0,21.0,9.0,401.98,6148754.0,721.58,257.92,852.0,10.0,10.0,3,True,0.91,3.36
6904,SK GAMING,Europe,21.0,3.0,22.0,1.0,311.76,4561931.0,527.11,185.69,782.0,9.0,10.0,0,False,3.0,7.0
6905,SAVAGE!,Europe,36.0,7.0,12.0,6.0,351.22,4573243.0,465.55,191.89,723.0,10.0,9.0,3,True,1.43,5.14
6906,KARMINE CORP,Europe,29.0,8.0,15.0,7.0,393.35,6546313.0,689.7,272.27,1099.0,12.0,20.0,1,False,1.5,3.62
6907,GUILD ESPORTS,Europe,35.0,9.0,18.0,7.0,480.87,6923203.0,827.87,269.78,946.0,20.0,12.0,3,True,2.22,3.89
6908,NATUS VINCERE,Europe,47.0,12.0,12.0,5.0,496.23,7223095.0,675.4,369.76,1134.0,12.0,19.0,3,True,1.0,3.92
6909,00 NATION,Europe,23.0,8.0,24.0,6.0,470.61,7416470.0,779.82,367.65,1192.0,19.0,12.0,2,False,2.38,2.88
6910,WILLIAMS RESOLVE,Europe,38.0,13.0,20.0,11.0,535.39,6017733.0,545.0,284.94,591.0,11.0,16.0,3,True,0.85,2.92
6911,HEROIC,Europe,35.0,11.0,19.0,7.0,390.21,6448088.0,642.99,255.35,1363.0,16.0,11.0,1,False,1.45,3.18
6912,PEPEPITOS CANYONS,Europe,34.0,8.0,24.0,6.0,435.47,7842230.0,834.76,311.84,1175.0,14.0,10.0,2,False,1.75,4.25
6913,TEAM SINGULARITY,Europe,38.0,11.0,22.0,10.0,472.28,7828408.0,868.48,320.89,1334.0,10.0,14.0,3,True,0.91,3.45
6914,STORMTROOPERS,Europe,24.0,5.0,14.0,5.0,320.87,4409712.0,474.28,202.03,616.0,8.0,13.0,0,False,1.6,4.8
6915,LUMINOSITY GAMING,Europe,29.0,10.0,15.0,5.0,324.93,4668691.0,529.82,240.21,586.0,13.0,8.0,3,True,1.3,2.9
6916,RIX.GG,Europe,25.0,7.0,23.0,6.0,482.67,6363823.0,608.07,247.14,816.0,21.0,13.0,3,True,3.0,3.57
6917,SAVAGE!,Europe,37.0,4.0,15.0,3.0,426.74,6451749.0,683.13,263.26,921.0,13.0,21.0,1,False,3.25,9.25
6918,KUXIR'S MINIONS,Europe,31.0,7.0,24.0,7.0,492.66,6177905.0,567.6,225.58,898.0,14.0,6.0,3,True,2.0,4.43
6919,SK GAMING,Europe,33.0,3.0,15.0,3.0,357.67,6363751.0,765.12,259.25,1076.0,6.0,14.0,1,False,2.0,11.0
6920,TEAM LIQUID,Europe,30.0,8.0,19.0,4.0,486.32,7496727.0,1064.59,297.27,1207.0,20.0,10.0,1,False,2.5,3.75
6921,WYLDE,Europe,35.0,10.0,19.0,8.0,559.11,6628161.0,574.12,276.76,704.0,10.0,20.0,3,True,1.0,3.5
6922,KARMINE CORP,Europe,36.0,11.0,29.0,10.0,471.26,7940033.0,724.1,368.68,1400.0,16.0,23.0,3,True,1.45,3.27
6923,TEAM SINGULARITY,Europe,46.0,7.0,19.0,7.0,496.29,8267553.0,857.33,354.0,1359.0,23.0,16.0,2,False,3.29,6.57
6924,00 NATION,Europe,39.0,6.0,30.0,6.0,571.7,7860820.0,806.71,332.25,1238.0,16.0,19.0,2,False,2.67,6.5
6925,RIX.GG,Europe,45.0,6.0,26.0,6.0,595.62,7950454.0,776.29,332.3,1109.0,19.0,16.0,3,True,3.17,7.5
6926,WILLIAMS RESOLVE,Europe,38.0,7.0,28.0,6.0,620.13,7890550.0,766.35,373.36,795.0,12.0,31.0,2,False,1.71,5.43
6927,LUMINOSITY GAMING,Europe,44.0,13.0,26.0,10.0,609.81,8594822.0,979.22,360.83,1257.0,31.0,12.0,3,True,2.38,3.38
6928,PEPEPITOS CANYONS,Europe,19.0,6.0,13.0,3.0,263.93,4343642.0,450.06,172.52,621.0,11.0,4.0,3,True,1.83,3.17
6929,WYLDE,Europe,20.0,2.0,11.0,2.0,376.57,4249275.0,387.14,190.82,431.0,4.0,11.0,0,False,2.0,10.0
6930,SAVAGE!,Europe,15.0,3.0,14.0,2.0,302.37,4612418.0,489.79,185.35,693.0,4.0,6.0,0,False,1.33,5.0
6931,KUXIR'S MINIONS,Europe,28.0,13.0,10.0,11.0,351.72,4694384.0,528.07,199.37,649.0,6.0,4.0,3,True,0.46,2.15
6932,HEROIC,Europe,32.0,6.0,20.0,6.0,473.25,6599088.0,594.8,269.98,1123.0,14.0,11.0,3,True,2.33,5.33
6933,STORMTROOPERS,Europe,26.0,4.0,20.0,2.0,496.58,6457700.0,673.03,324.15,931.0,11.0,14.0,1,False,2.75,6.5
6934,WILLIAMS RESOLVE,Europe,34.0,8.0,17.0,7.0,481.32,5906983.0,597.38,242.0,586.0,5.0,15.0,3,True,0.62,4.25
6935,PEPEPITOS CANYONS,Europe,27.0,4.0,21.0,4.0,325.24,6180533.0,617.87,225.54,915.0,15.0,5.0,1,False,3.75,6.75
6936,00 NATION,Europe,41.0,8.0,34.0,7.0,574.65,8580504.0,871.78,381.41,1362.0,21.0,22.0,3,True,2.62,5.12
6937,HEROIC,Europe,43.0,7.0,24.0,4.0,544.31,8420471.0,770.5,323.5,1587.0,22.0,21.0,2,False,3.14,6.14
6938,TEAM SINGULARITY,Europe,42.0,5.0,26.0,5.0,540.42,8963207.0,934.43,409.41,1446.0,14.0,10.0,2,False,2.8,8.4
6939,KUXIR'S MINIONS,Europe,42.0,8.0,27.0,6.0,706.27,9045924.0,949.9,383.86,1231.0,10.0,14.0,3,True,1.25,5.25
6940,TOKYO VERDY ESPORTS,Asia-Pacific North,36.0,6.0,13.0,5.0,307.86,6303274.0,565.06,279.68,1048.0,4.0,6.0,3,True,0.67,6.0
6941,NOR,Asia-Pacific North,20.0,2.0,21.0,2.0,353.48,6075771.0,526.17,265.45,1026.0,6.0,4.0,1,False,3.0,10.0
6942,TRUE PARROTS,Asia-Pacific North,26.0,11.0,12.0,9.0,279.91,4346476.0,415.95,186.99,583.0,9.0,5.0,3,True,0.82,2.36
6943,TEAM INHERITS,Asia-Pacific North,19.0,2.0,11.0,1.0,343.86,4237138.0,358.01,128.9,557.0,5.0,9.0,0,False,2.5,9.5
6944,TOKYO VERDY ESPORTS,Asia-Pacific North,26.0,11.0,9.0,9.0,216.11,4509668.0,420.44,194.15,814.0,7.0,5.0,3,True,0.64,2.36
6945,TEAM INHERITS,Asia-Pacific North,16.0,5.0,7.0,4.0,294.41,4468409.0,439.73,176.75,663.0,5.0,7.0,0,False,1.0,3.2
6946,TRUE PARROTS,Asia-Pacific North,26.0,8.0,12.0,6.0,428.86,5957343.0,553.33,202.0,897.0,12.0,8.0,1,False,1.5,3.25
6947,NOR,Asia-Pacific North,29.0,10.0,14.0,8.0,363.04,5869900.0,563.13,186.9,1029.0,8.0,12.0,3,True,0.8,2.9
6948,TOKYO VERDY ESPORTS,Asia-Pacific North,35.0,6.0,9.0,5.0,220.0,4275941.0,404.5,201.5,725.0,13.0,6.0,3,True,2.17,5.83
6949,TRUE PARROTS,Asia-Pacific North,12.0,1.0,19.0,1.0,247.57,4087420.0,336.32,209.02,545.0,6.0,13.0,0,False,6.0,12.0
6950,TEAM INHERITS,Asia-Pacific North,45.0,10.0,20.0,6.0,484.74,6883619.0,655.22,274.75,834.0,9.0,13.0,1,False,0.9,4.5
6951,NOR,Asia-Pacific North,39.0,12.0,21.0,9.0,395.49,6896745.0,671.22,247.82,1156.0,13.0,9.0,3,True,1.08,3.25
6952,NIMMT55,Asia-Pacific North,42.0,15.0,10.0,11.0,325.02,4582329.0,383.79,219.28,797.0,3.0,6.0,3,True,0.2,2.8
6953,DOGMA,Asia-Pacific North,16.0,2.0,17.0,2.0,240.91,4483387.0,375.22,224.02,895.0,6.0,3.0,0,False,3.0,8.0
6954,BLAST,Asia-Pacific North,35.0,8.0,23.0,8.0,449.1,8420227.0,861.62,296.39,1412.0,20.0,14.0,3,True,2.5,4.38
6955,METHOD2MADNESS,Asia-Pacific North,43.0,9.0,19.0,4.0,568.56,7956511.0,691.88,308.01,705.0,14.0,20.0,2,False,1.56,4.78
6956,NIMMT55,Asia-Pacific North,53.0,12.0,6.0,10.0,431.49,6977587.0,615.82,305.01,1209.0,9.0,13.0,3,True,0.75,4.42
6957,METHOD2MADNESS,Asia-Pacific North,17.0,5.0,28.0,4.0,444.15,6798439.0,569.85,285.82,537.0,13.0,9.0,1,False,2.6,3.4
6958,BLAST,Asia-Pacific North,41.0,8.0,18.0,8.0,460.02,7546182.0,740.18,219.72,1397.0,10.0,6.0,3,True,1.25,5.12
6959,DOGMA,Asia-Pacific North,34.0,5.0,22.0,4.0,621.82,7337007.0,613.96,268.17,1303.0,6.0,10.0,2,False,1.2,6.8
6960,NIMMT55,Asia-Pacific North,39.0,15.0,8.0,14.0,282.14,4609468.0,385.79,225.63,797.0,6.0,7.0,3,True,0.4,2.6
6961,BLAST,Asia-Pacific North,16.0,4.0,20.0,3.0,269.13,4755455.0,457.01,196.24,836.0,7.0,6.0,0,False,1.75,4.0
6962,METHOD2MADNESS,Asia-Pacific North,17.0,9.0,11.0,5.0,357.73,4402850.0,401.37,185.81,369.0,10.0,7.0,3,True,1.11,1.89
6963,DOGMA,Asia-Pacific North,18.0,4.0,7.0,4.0,287.71,4492367.0,418.16,163.47,843.0,7.0,10.0,0,False,1.75,4.5
6964,DETONATOR,Asia-Pacific North,48.0,10.0,7.0,8.0,258.71,5443284.0,550.62,237.23,949.0,15.0,9.0,3,True,1.5,4.8
6965,AQUA,Asia-Pacific North,14.0,5.0,24.0,3.0,244.44,4964344.0,394.6,213.63,756.0,9.0,15.0,0,False,1.8,2.8
6966,XAYFHERS,Asia-Pacific North,44.0,12.0,23.0,10.0,427.63,7607362.0,717.72,277.57,846.0,9.0,14.0,3,True,0.75,3.67
6967,ALOHA,Asia-Pacific North,34.0,6.0,22.0,4.0,396.76,7433166.0,603.28,339.51,838.0,14.0,9.0,2,False,2.33,5.67
6968,DETONATOR,Asia-Pacific North,36.0,10.0,5.0,7.0,275.06,4715229.0,465.76,180.45,781.0,18.0,9.0,3,True,1.8,3.6
6969,ALOHA,Asia-Pacific North,10.0,3.0,19.0,3.0,262.94,4356736.0,319.94,185.63,521.0,9.0,18.0,0,False,3.0,3.33
6970,XAYFHERS,Asia-Pacific North,42.0,8.0,13.0,6.0,396.25,7240493.0,690.63,258.26,845.0,13.0,10.0,3,True,1.62,5.25
6971,AQUA,Asia-Pacific North,20.0,5.0,26.0,5.0,434.85,7049223.0,629.99,259.64,1107.0,10.0,13.0,2,False,2.0,4.0
6972,DETONATOR,Asia-Pacific North,33.0,9.0,9.0,8.0,399.43,6110764.0,601.31,238.71,1084.0,11.0,14.0,3,True,1.22,3.67
6973,XAYFHERS,Asia-Pacific North,18.0,8.0,15.0,6.0,300.49,5911137.0,508.98,235.62,667.0,14.0,11.0,1,False,1.75,2.25
6974,ALOHA,Asia-Pacific North,28.0,10.0,12.0,9.0,248.26,4383089.0,356.53,162.36,508.0,11.0,8.0,3,True,1.1,2.8
6975,AQUA,Asia-Pacific North,18.0,2.0,15.0,2.0,237.94,4439181.0,376.68,140.85,691.0,8.0,11.0,0,False,4.0,9.0
6976,SHIROGANE,Asia-Pacific North,35.0,18.0,7.0,16.0,252.03,4359132.0,572.55,201.83,501.0,12.0,2.0,3,True,0.67,1.94
6977,SYLPHIDE,Asia-Pacific North,12.0,3.0,10.0,2.0,154.36,3735608.0,219.56,134.73,607.0,2.0,12.0,0,False,0.67,4.0
6980,SHIROGANE,Asia-Pacific North,46.0,14.0,12.0,12.0,457.61,7962057.0,854.57,337.77,1016.0,18.0,6.0,2,False,1.29,3.29
6981,MOTI MOTI GAMING,Asia-Pacific North,27.0,13.0,19.0,9.0,334.36,7811513.0,813.08,298.55,1248.0,6.0,18.0,3,True,0.46,2.08
6986,MOTI MOTI GAMING,Asia-Pacific North,29.0,10.0,9.0,8.0,286.59,4614743.0,459.66,144.58,742.0,3.0,6.0,3,True,0.3,2.9
6987,SYLPHIDE,Asia-Pacific North,18.0,5.0,12.0,5.0,205.99,4413264.0,275.05,160.55,622.0,6.0,3.0,0,False,1.2,3.6
6988,TOKYO VERDY ESPORTS,Asia-Pacific North,37.0,12.0,7.0,10.0,266.87,6007525.0,600.11,215.1,1107.0,10.0,3.0,4,True,0.83,3.08
6989,MOTI MOTI GAMING,Asia-Pacific North,12.0,5.0,17.0,4.0,237.69,5790821.0,478.78,198.68,973.0,3.0,10.0,0,False,0.6,2.4
6990,NIMMT55,Asia-Pacific North,46.0,10.0,37.0,7.0,514.48,10419932.0,882.44,440.34,1799.0,23.0,24.0,3,False,2.3,4.6
6991,DETONATOR,Asia-Pacific North,54.0,11.0,23.0,10.0,562.38,10736639.0,1079.49,448.8,1708.0,24.0,23.0,4,True,2.18,4.91
6992,TOKYO VERDY ESPORTS,Asia-Pacific North,57.0,13.0,37.0,9.0,463.02,11112145.0,908.58,441.24,2072.0,18.0,28.0,4,True,1.38,4.38
6993,DETONATOR,Asia-Pacific North,52.0,8.0,30.0,7.0,604.26,11439302.0,1112.11,434.27,2044.0,28.0,18.0,3,False,3.5,6.5
6994,BLAST,Asia-Pacific North,18.0,3.0,16.0,2.0,294.95,4516937.0,414.46,165.1,835.0,6.0,10.0,0,False,2.0,6.0
6995,TRUE PARROTS,Asia-Pacific North,26.0,9.0,13.0,6.0,351.37,4489634.0,419.8,162.06,633.0,10.0,6.0,3,True,1.11,2.89
6996,XAYFHERS,Asia-Pacific North,26.0,16.0,10.0,9.0,283.88,4628233.0,453.75,169.61,517.0,12.0,4.0,3,True,0.75,1.62
6997,SYLPHIDE,Asia-Pacific North,16.0,4.0,9.0,3.0,200.74,4472362.0,302.12,166.3,626.0,4.0,12.0,0,False,1.0,4.0
6998,NOR,Asia-Pacific North,18.0,9.0,11.0,8.0,227.1,4190489.0,368.89,146.81,822.0,10.0,15.0,3,True,1.11,2.0
6999,METHOD2MADNESS,Asia-Pacific North,20.0,5.0,5.0,4.0,262.31,4466500.0,403.0,153.84,370.0,15.0,10.0,0,False,3.0,4.0
7000,SHIROGANE,Asia-Pacific North,32.0,11.0,10.0,10.0,223.55,4568429.0,496.79,171.45,612.0,4.0,17.0,3,True,0.36,2.91
7001,ALOHA,Asia-Pacific North,16.0,1.0,13.0,0.0,263.53,4480484.0,399.65,165.67,499.0,17.0,4.0,0,False,17.0,16.0
7002,TRUE PARROTS,Asia-Pacific North,19.0,8.0,24.0,5.0,471.16,6185666.0,562.42,230.64,901.0,9.0,11.0,3,True,1.12,2.38
7003,XAYFHERS,Asia-Pacific North,40.0,5.0,7.0,5.0,367.57,6236924.0,546.03,234.35,638.0,11.0,9.0,0,False,2.2,8.0
7004,NOR,Asia-Pacific North,27.0,7.0,29.0,3.0,341.95,6889340.0,575.93,245.44,1246.0,12.0,17.0,3,True,1.71,3.86
7005,SHIROGANE,Asia-Pacific North,47.0,8.0,13.0,8.0,401.84,7612759.0,772.51,281.81,881.0,17.0,12.0,2,False,2.12,5.88
7006,MOTI MOTI GAMING,Asia-Pacific North,41.0,11.0,25.0,11.0,452.07,9038580.0,868.7,319.85,1513.0,12.0,11.0,4,True,1.09,3.73
7007,TRUE PARROTS,Asia-Pacific North,48.0,9.0,24.0,8.0,650.76,8847543.0,784.98,303.77,1304.0,11.0,12.0,2,False,1.22,5.33
7008,NIMMT55,Asia-Pacific North,49.0,18.0,9.0,12.0,419.03,5961325.0,436.65,272.86,1078.0,7.0,5.0,4,True,0.39,2.72
7009,NOR,Asia-Pacific North,10.0,1.0,24.0,1.0,280.99,5662792.0,463.18,257.18,1068.0,5.0,7.0,0,False,5.0,10.0
7010,MOTI MOTI GAMING,Asia-Pacific North,16.0,2.0,14.0,1.0,278.29,5894708.0,524.62,236.53,966.0,15.0,5.0,0,False,7.5,8.0
7011,NIMMT55,Asia-Pacific North,36.0,15.0,10.0,12.0,329.64,5869788.0,491.82,249.68,1066.0,5.0,15.0,4,True,0.33,2.4
7012,DETONATOR,Asia-Pacific North,62.0,14.0,26.0,10.0,582.48,11141867.0,1056.0,464.18,1779.0,27.0,24.0,3,False,1.93,4.43
7013,NIMMT55,Asia-Pacific North,43.0,13.0,38.0,11.0,562.37,11125239.0,1003.87,413.9,1875.0,24.0,27.0,4,True,1.85,3.31
7014,TOKYO VERDY ESPORTS,Asia-Pacific North,65.0,13.0,35.0,11.0,442.37,10688807.0,969.57,438.69,1904.0,12.0,20.0,3,False,0.92,5.0
7015,NIMMT55,Asia-Pacific North,59.0,14.0,38.0,12.0,630.53,10951998.0,972.13,470.46,1785.0,20.0,12.0,4,True,1.43,4.21
7016,TOKYO VERDY ESPORTS,Asia-Pacific North,31.0,11.0,23.0,10.0,355.83,7164862.0,589.56,342.41,1310.0,7.0,20.0,4,True,0.64,2.82
7017,NIMMT55,Asia-Pacific North,32.0,3.0,14.0,3.0,403.06,7663874.0,688.15,332.23,1258.0,20.0,7.0,1,False,6.67,10.67
7018,PIRATES EXDEE,Sub-Saharan Africa,48.0,21.0,8.0,17.0,260.93,4734223.0,475.61,159.54,722.0,9.0,7.0,3,True,0.43,2.29
7019,SUZAKU,Sub-Saharan Africa,10.0,0.0,16.0,0.0,399.09,4565058.0,473.86,140.87,473.0,7.0,9.0,0,False,inf,inf
7020,ANARCHY GAMING,Sub-Saharan Africa,26.0,6.0,16.0,6.0,342.93,6271470.0,499.13,165.57,1054.0,14.0,19.0,1,False,2.33,4.33
7021,TEAM ESPIONAGE,Sub-Saharan Africa,34.0,12.0,15.0,8.0,374.8,6389945.0,648.01,201.33,1049.0,19.0,14.0,3,True,1.58,2.83
7022,PIRATES EXDEE,Sub-Saharan Africa,46.0,16.0,14.0,11.0,343.95,6318419.0,678.86,203.87,935.0,18.0,10.0,3,True,1.12,2.88
7023,TEAM ESPIONAGE,Sub-Saharan Africa,24.0,6.0,21.0,4.0,330.65,6087201.0,584.83,232.05,980.0,10.0,18.0,1,False,1.67,4.0
7024,ANARCHY GAMING,Sub-Saharan Africa,31.0,12.0,18.0,9.0,408.4,7646379.0,689.9,245.27,1328.0,16.0,17.0,2,False,1.33,2.58
7025,SUZAKU,Sub-Saharan Africa,45.0,16.0,12.0,13.0,673.16,7593893.0,772.95,259.94,890.0,17.0,16.0,3,True,1.06,2.81
7026,PIRATES EXDEE,Sub-Saharan Africa,35.0,19.0,13.0,15.0,287.19,4871886.0,545.13,134.32,741.0,16.0,15.0,3,True,0.84,1.84
7027,ANARCHY GAMING,Sub-Saharan Africa,19.0,4.0,13.0,2.0,273.84,4806595.0,466.55,175.91,688.0,15.0,16.0,0,False,3.75,4.75
7028,TEAM ESPIONAGE,Sub-Saharan Africa,24.0,10.0,9.0,5.0,162.15,2908490.0,272.33,76.95,504.0,11.0,9.0,3,True,1.1,2.4
7029,SUZAKU,Sub-Saharan Africa,16.0,4.0,13.0,3.0,245.86,2925271.0,307.18,92.76,320.0,9.0,11.0,0,False,2.25,4.0
7030,BRAVADO GAMING,Sub-Saharan Africa,31.0,11.0,7.0,9.0,454.56,4543192.0,463.51,205.26,521.0,9.0,3.0,3,True,0.82,2.82
7031,YANKEES WITH NO BRIM,Sub-Saharan Africa,13.0,3.0,15.0,2.0,304.78,4222473.0,325.91,167.02,562.0,3.0,9.0,0,False,1.0,4.33
7040,PWB,Sub-Saharan Africa,35.0,15.0,21.0,11.0,449.93,6124436.0,596.09,217.55,875.0,10.0,11.0,3,True,0.67,2.33
7041,YANKEES WITH NO BRIM,Sub-Saharan Africa,34.0,7.0,17.0,6.0,478.88,5997358.0,539.16,206.31,650.0,11.0,10.0,1,False,1.57,4.86
7042,ATK,Sub-Saharan Africa,46.0,18.0,27.0,16.0,525.59,8730099.0,1089.95,316.94,1406.0,12.0,5.0,3,True,0.67,2.56
7043,BOT GAMING,Sub-Saharan Africa,46.0,12.0,22.0,7.0,496.92,8059340.0,631.3,255.25,1188.0,5.0,12.0,2,False,0.42,3.83
7044,AIPX GAMING,Sub-Saharan Africa,25.0,9.0,9.0,7.0,263.69,4547195.0,440.53,160.37,757.0,4.0,10.0,3,True,0.44,2.78
7045,SYNERGY GAMING,Sub-Saharan Africa,13.0,3.0,14.0,2.0,350.69,4342202.0,366.98,148.52,504.0,10.0,4.0,0,False,3.33,4.33
7046,ATK,Sub-Saharan Africa,27.0,8.0,9.0,6.0,365.97,4650068.0,602.47,139.22,665.0,9.0,3.0,3,True,1.12,3.38
7047,SYNERGY GAMING,Sub-Saharan Africa,11.0,3.0,16.0,2.0,325.39,4364024.0,369.95,142.84,492.0,3.0,9.0,0,False,1.0,3.67
7048,AIPX GAMING,Sub-Saharan Africa,25.0,11.0,11.0,11.0,251.56,4526686.0,401.39,180.67,761.0,9.0,4.0,3,True,0.82,2.27
7049,BOT GAMING,Sub-Saharan Africa,16.0,3.0,9.0,1.0,300.69,4406103.0,370.79,143.28,599.0,4.0,9.0,0,False,1.33,5.33
7050,ATK,Sub-Saharan Africa,28.0,12.0,25.0,7.0,524.9,7724491.0,904.16,278.08,1186.0,11.0,18.0,3,True,0.92,2.33
7051,AIPX GAMING,Sub-Saharan Africa,46.0,14.0,10.0,12.0,393.81,7828972.0,824.38,271.2,1222.0,18.0,11.0,2,False,1.29,3.29
7052,SYNERGY GAMING,Sub-Saharan Africa,23.0,4.0,10.0,3.0,400.93,5924534.0,566.92,176.16,645.0,9.0,5.0,1,False,2.25,5.75
7053,BOT GAMING,Sub-Saharan Africa,29.0,13.0,11.0,12.0,392.11,5649677.0,444.71,157.22,869.0,5.0,9.0,3,True,0.38,2.23
7054,ROYALTY ESPORTS,Sub-Saharan Africa,40.0,10.0,10.0,8.0,299.78,4875594.0,548.63,178.85,481.0,12.0,4.0,3,True,1.2,4.0
7055,BARNEY AND HIS DINOSAURS,Sub-Saharan Africa,16.0,2.0,16.0,1.0,211.69,4696758.0,466.38,144.11,596.0,4.0,12.0,0,False,2.0,8.0
7056,DNMK ESPORTS,Sub-Saharan Africa,27.0,7.0,23.0,5.0,546.24,6079284.0,584.55,188.49,1229.0,8.0,7.0,3,True,1.14,3.86
7057,EVOLVED GAMING,Sub-Saharan Africa,32.0,5.0,14.0,5.0,542.49,5947420.0,551.75,171.56,638.0,7.0,8.0,1,False,1.4,6.4
7058,ROYALTY ESPORTS,Sub-Saharan Africa,30.0,14.0,12.0,10.0,330.22,4608122.0,502.49,173.56,479.0,11.0,7.0,3,True,0.79,2.14
7059,EVOLVED GAMING,Sub-Saharan Africa,20.0,3.0,14.0,2.0,303.28,4354341.0,389.37,146.74,518.0,7.0,11.0,0,False,2.33,6.67
7060,DNMK ESPORTS,Sub-Saharan Africa,40.0,12.0,22.0,7.0,573.54,6997538.0,627.64,247.7,1243.0,12.0,11.0,3,True,1.0,3.33
7061,BARNEY AND HIS DINOSAURS,Sub-Saharan Africa,33.0,9.0,22.0,7.0,358.3,7435918.0,817.26,247.18,962.0,11.0,12.0,1,False,1.22,3.67
