match_id,team_name,team_region,core_shots,core_goals,core_saves,core_assists,movement_total_distance,air_time,defense_time,offense_time,demo_inflicted,score,winner,event,event_split
6159ad6b143c37878b2384e3,RANGA ROUNDUP,Oceania,36.0,7.0,22.0,6.0,8365175.0,323.37,3642.97,1801.1,17.0,3,True,Regional 1,Fall
6159ad6b143c37878b2384e4,TEAM EROS,Oceania,34.0,17.0,11.0,13.0,4721750.0,192.25,1977.72,1274.51,8.0,3,True,Regional 1,Fall
6159ad6b143c37878b2384e4,WAZOOO,Oceania,20.0,2.0,9.0,2.0,4791924.0,161.83,2226.06,1039.37,11.0,0,False,Regional 1,Fall
6159ad6b143c37878b2384e5,JOE,Oceania,43.0,9.0,21.0,6.0,7504276.0,359.01,3178.91,2000.64,24.0,2,False,Regional 1,Fall
6159ad6b143c37878b2384e5,TRIDENT ESPORTS,Oceania,43.0,12.0,27.0,8.0,7182831.0,311.6,3264.78,1812.24,12.0,3,True,Regional 1,Fall
6159ad6b143c37878b2384e6,PANIK GAMING,Oceania,31.0,5.0,18.0,5.0,6060650.0,238.87,2791.97,1514.84,6.0,1,False,Regional 1,Fall
6159ad6b143c37878b2384e6,RUST-EZE,Oceania,28.0,7.0,23.0,6.0,6273778.0,250.73,2786.17,1533.52,11.0,3,True,Regional 1,Fall
6159ad6b143c37878b2384e7,TISI,Oceania,38.0,13.0,20.0,8.0,5928878.0,266.85,2872.83,1328.81,9.0,3,True,Regional 1,Fall
6159ad6b143c37878b2384e7,BROS ON THEIR TOES,Oceania,35.0,8.0,18.0,8.0,6063849.0,240.4,2694.32,1484.98,9.0,1,False,Regional 1,Fall
6159ad6b143c37878b2384e8,THE GROGANS,Oceania,39.0,9.0,19.0,8.0,6559994.0,238.78,2850.41,1680.49,21.0,3,True,Regional 1,Fall
6159ad6b143c37878b2384e8,TRIDENT ESPORTS,Oceania,31.0,7.0,21.0,6.0,6483295.0,231.64,3027.01,1474.31,12.0,1,False,Regional 1,Fall
6159ad6b143c37878b2384e9,1620 KINGS,Oceania,33.0,12.0,18.0,9.0,7017592.0,291.47,3152.79,1686.29,11.0,3,True,Regional 1,Fall
6159ad6b143c37878b2384e9,TISI,Oceania,28.0,7.0,13.0,6.0,6854353.0,244.64,3198.43,1628.45,10.0,1,False,Regional 1,Fall
6159ad6b143c37878b2384ea,WAZOOO,Oceania,36.0,9.0,21.0,7.0,7456700.0,285.29,3301.52,1736.07,19.0,2,False,Regional 1,Fall
6159ad6b143c37878b2384ea,RUST-EZE,Oceania,35.0,8.0,22.0,6.0,7372060.0,294.52,3160.63,1864.43,14.0,3,True,Regional 1,Fall
616060dff8090ec745286f62,GROUND ZERO GAMING,Oceania,28.0,12.0,10.0,7.0,4655409.0,224.14,1980.25,1197.97,8.0,3,True,Regional 1,Fall
616060dff8090ec745286f62,RUST-EZE,Oceania,18.0,3.0,9.0,2.0,4526654.0,199.87,2082.34,1089.52,6.0,0,False,Regional 1,Fall
616060dff8090ec745286f63,R!OT GAMING,Oceania,47.0,5.0,15.0,3.0,8498807.0,376.01,3614.68,2151.62,21.0,2,False,Regional 1,Fall
616060dff8090ec745286f63,THE GROGANS,Oceania,29.0,7.0,30.0,4.0,8273820.0,315.66,4053.45,1690.78,13.0,3,True,Regional 1,Fall
616060dff8090ec745286f64,RENEGADES,Oceania,33.0,8.0,7.0,6.0,4522265.0,206.42,1644.55,1329.76,11.0,3,True,Regional 1,Fall
616060dff8090ec745286f64,1620 KINGS,Oceania,8.0,0.0,17.0,0.0,4183747.0,165.74,2212.85,735.47,3.0,0,False,Regional 1,Fall
616060dff8090ec745286f65,BANDITS ESC,Oceania,28.0,6.0,17.0,6.0,5547839.0,209.76,2337.98,1296.95,9.0,3,True,Regional 1,Fall
616060dff8090ec745286f65,FIRE BREATHING RUBBER DUCKIES,Oceania,27.0,2.0,18.0,2.0,5569007.0,198.92,2437.82,1203.08,10.0,0,False,Regional 1,Fall
616060dff8090ec745286f66,DIRE WOLVES,Oceania,30.0,7.0,17.0,2.0,5689537.0,246.03,2587.76,1377.28,16.0,3,True,Regional 1,Fall
616060dff8090ec745286f66,BIG GOOSE,Oceania,26.0,4.0,19.0,3.0,5909277.0,253.54,2539.87,1421.73,14.0,1,False,Regional 1,Fall
616060dff8090ec745286f67,TEAM BLISS,Oceania,36.0,9.0,31.0,6.0,8274917.0,323.05,3869.67,1800.53,14.0,2,False,Regional 1,Fall
616060dff8090ec745286f67,TEAM EROS,Oceania,53.0,10.0,16.0,6.0,8289053.0,330.24,3412.5,2240.94,10.0,3,True,Regional 1,Fall
616060dff8090ec745286f68,RANCID RATS REBORN,Oceania,37.0,12.0,15.0,11.0,5217389.0,265.75,2205.0,1425.23,5.0,3,True,Regional 1,Fall
616060dff8090ec745286f68,HMS ENDEAVOR,Oceania,21.0,3.0,17.0,0.0,5441211.0,219.45,2476.38,1159.06,7.0,0,False,Regional 1,Fall
616060dff8090ec745286f69,FORKIDDEN,Oceania,29.0,8.0,10.0,7.0,6388013.0,250.07,2857.31,1423.19,3.0,1,False,Regional 1,Fall
616060dff8090ec745286f69,WILDCARD GAMING,Oceania,26.0,13.0,18.0,9.0,6267759.0,248.54,2822.46,1467.26,6.0,3,True,Regional 1,Fall
616060dff8090ec745286f6a,GROUND ZERO GAMING,Oceania,35.0,8.0,11.0,7.0,6065897.0,301.21,2549.15,1666.1,11.0,3,True,Regional 1,Fall
616060dff8090ec745286f6a,THE GROGANS,Oceania,19.0,6.0,19.0,4.0,6019336.0,264.78,2888.79,1318.47,9.0,1,False,Regional 1,Fall
616060dff8090ec745286f6b,RENEGADES,Oceania,33.0,9.0,7.0,9.0,4634983.0,256.92,1712.1,1342.47,12.0,3,True,Regional 1,Fall
616060dff8090ec745286f6b,TEAM EROS,Oceania,9.0,2.0,14.0,0.0,4336543.0,176.58,2108.66,923.93,5.0,0,False,Regional 1,Fall
616060dff8090ec745286f6c,BANDITS ESC,Oceania,40.0,12.0,20.0,10.0,8034279.0,325.24,3451.11,1900.32,17.0,2,False,Regional 1,Fall
616060dff8090ec745286f6c,WILDCARD GAMING,Oceania,44.0,15.0,21.0,14.0,7778052.0,364.31,3480.53,1852.44,12.0,3,True,Regional 1,Fall
616060dff8090ec745286f6d,RANCID RATS REBORN,Oceania,37.0,9.0,34.0,7.0,8472646.0,335.74,4005.01,1865.62,14.0,3,True,Regional 1,Fall
616060dff8090ec745286f6d,DIRE WOLVES,Oceania,56.0,11.0,21.0,11.0,8530248.0,350.84,3749.46,2147.85,22.0,2,False,Regional 1,Fall
616060dff8090ec745286f6e,R!OT GAMING,Oceania,34.0,8.0,15.0,7.0,4771507.0,248.56,2073.88,1283.78,6.0,3,True,Regional 1,Fall
616060dff8090ec745286f6e,RUST-EZE,Oceania,18.0,2.0,17.0,2.0,4900136.0,222.84,2262.18,1099.99,6.0,0,False,Regional 1,Fall
616060dff8090ec745286f6f,TEAM BLISS,Oceania,24.0,7.0,21.0,6.0,5987503.0,256.72,2841.99,1216.16,13.0,3,True,Regional 1,Fall
616060dff8090ec745286f6f,1620 KINGS,Oceania,34.0,3.0,13.0,1.0,5964124.0,226.89,2325.77,1725.53,11.0,1,False,Regional 1,Fall
616060dff8090ec745286f70,FORKIDDEN,Oceania,49.0,9.0,26.0,8.0,7509870.0,313.51,3299.87,1739.93,14.0,3,True,Regional 1,Fall
616060dff8090ec745286f70,FIRE BREATHING RUBBER DUCKIES,Oceania,40.0,7.0,34.0,6.0,7631395.0,245.36,3379.92,1660.07,15.0,2,False,Regional 1,Fall
616060dff8090ec745286f71,BIG GOOSE,Oceania,48.0,13.0,27.0,9.0,8569515.0,310.09,3461.82,2277.28,26.0,2,False,Regional 1,Fall
616060dff8090ec745286f71,HMS ENDEAVOR,Oceania,42.0,9.0,26.0,6.0,8583845.0,274.98,3900.94,1818.14,21.0,3,True,Regional 1,Fall
616060dff8090ec745286f72,RENEGADES,Oceania,29.0,10.0,22.0,8.0,6301170.0,222.94,2586.47,1551.99,15.0,3,True,Regional 1,Fall
616060dff8090ec745286f72,WILDCARD GAMING,Oceania,33.0,9.0,13.0,8.0,6067542.0,247.44,2790.1,1344.47,13.0,1,False,Regional 1,Fall
616060dff8090ec745286f73,GROUND ZERO GAMING,Oceania,44.0,14.0,14.0,12.0,6055494.0,297.74,2526.05,1661.35,10.0,3,True,Regional 1,Fall
616060dff8090ec745286f73,RANCID RATS REBORN,Oceania,25.0,6.0,24.0,4.0,5949270.0,256.98,2893.06,1297.79,11.0,1,False,Regional 1,Fall
616060dff8090ec745286f74,BANDITS ESC,Oceania,43.0,10.0,19.0,7.0,6473635.0,320.09,2471.46,1829.62,12.0,3,True,Regional 1,Fall
616060dff8090ec745286f74,HMS ENDEAVOR,Oceania,29.0,8.0,27.0,5.0,6391599.0,251.71,3061.26,1248.29,15.0,1,False,Regional 1,Fall
616060dff8090ec745286f75,DIRE WOLVES,Oceania,21.0,7.0,13.0,3.0,4276376.0,199.8,1902.63,1048.1,6.0,3,True,Regional 1,Fall
616060dff8090ec745286f75,FORKIDDEN,Oceania,18.0,1.0,10.0,1.0,4475643.0,171.99,1943.57,1006.07,6.0,0,False,Regional 1,Fall
616060dff8090ec745286f76,THE GROGANS,Oceania,25.0,7.0,16.0,5.0,5454487.0,216.67,2310.86,1427.34,10.0,3,True,Regional 1,Fall
616060dff8090ec745286f76,TEAM BLISS,Oceania,25.0,2.0,16.0,2.0,5547719.0,206.63,2497.78,1243.55,11.0,0,False,Regional 1,Fall
616060dff8090ec745286f77,TEAM EROS,Oceania,18.0,7.0,23.0,7.0,5365060.0,197.77,2669.15,1179.42,7.0,0,False,Regional 1,Fall
616060dff8090ec745286f77,R!OT GAMING,Oceania,41.0,11.0,6.0,8.0,5433013.0,206.48,2371.9,1498.81,16.0,3,True,Regional 1,Fall
